company,rank,rank_change,revenue,profit,num of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Ciena,738,0.0,3620.7,500.2,7205.0,Technology,Hanover,MD,no,no,no,yes, ,Gary B. Smith,https://www.ciena.com,CIEN,9223.4
PriceSmart,739,0.0,3619.9,98.0,10400.0,Retailing,San Diego,CA,no,no,yes,yes, ,Sherry S. Bahrambeygui,https://www.pricesmart.com,PSMT,2434.1
Advantage Solutions,740,0.0,3602.3,54.5,45000.0,Business Services,Irvine,CA,no,no,yes,yes, ,Jill Griffin,https://www.advantagesolutions.net,ADV,2029.6
H&R Block,741,0.0,3588.6,683.9,38000.0,Financials,Kansas City,MO,no,no,no,yes, ,Jeffrey J. Jones II,https://www.hrblock.com,HRB,4284.6
iHeartMedia,742,0.0,3558.3,-159.2,9990.0,Media,San Antonio,TX,no,no,no,no, ,Robert W. Pittman,https://www.iheartmedia.com,IHRT,2728.1
Super Micro Computer,743,0.0,3557.4,111.9,4155.0,Technology,San Jose,CA,no,yes,no,yes, ,Charles Liang,https://www.supermicro.com,SMCI,1963
Flowserve,744,0.0,3541.1,125.9,16000.0,Industrials,Irving,TX,no,no,no,yes, ,R. Scott Rowe,https://www.flowserve.com,FLS,4681.4
Charles River Laboratories International,745,0.0,3540.2,391.0,19300.0,Health Care,Wilmington,MA,no,no,no,yes, ,James C. Foster,https://www.criver.com,CRL,14425.4
A.O. Smith,746,0.0,3538.9,487.1,13700.0,Industrials,Milwaukee,WI,no,no,no,yes, ,Kevin J. Wheeler,https://www.aosmith.com,AOS,10032.2
Rithm Capital,747,0.0,3533.1,772.2,12296.0,Financials,New York,NY,no,no,no,yes, ,Michael Nierenberg,https://www.rithmcap.com,RITM,5125
Medical Mutual of Ohio,748,0.0,3514.8,78.3,2834.0,Financials,Cleveland,OH,no,no,no,yes, ,Steven C. Glass,https://www.medmutual.com,,
Granite Construction,749,0.0,3501.9,10.1,2600.0,Engineering & Construction,Watsonville,CA,no,no,no,yes, ,Kyle T. Larkin,https://www.graniteconstruction.com,GVA,1504.7
Valmont Industries,750,0.0,3501.6,195.6,11041.0,Materials,Omaha,NE,no,no,no,yes, ,Stephen G. Kaniewski,https://www.valmont.com,VMI,5083.4
Sprague Resources,751,0.0,3498.2,-68.9,757.0,Energy,Portsmouth,NH,no,no,no,no, ,David C. Glendon,https://www.spragueenergy.com,SRLP,433.7
Primoris Services,752,0.0,3497.6,115.6,10810.0,Engineering & Construction,Dallas,TX,no,no,no,yes, ,Thomas E. McCormick,https://www.primoriscorp.com,PRIM,1269.8
Cboe Global Markets,753,0.0,3494.8,529.0,1196.0,Financials,Chicago,IL,no,no,no,yes, ,Edward T. Tilly,https://www.cboe.com,CBOE,12148.2
Carter's,754,0.0,3486.4,339.7,15900.0,Apparel,Atlanta,GA,no,no,no,yes, ,Michael D. Casey,https://www.carters.com,CRI,3763.4
TopBuild,755,0.0,3486.2,324.0,13006.0,Engineering & Construction,Daytona Beach,FL,no,no,no,yes, ,Robert M. Buck,https://www.topbuild.com,BLD,5987.1
SiteOne Landscape Supply,756,0.0,3475.7,238.4,5475.0,Wholesalers,Roswell,GA,no,no,no,yes, ,Doug Black,https://www.siteone.com,SITE,7255.5
Texas Roadhouse,757,0.0,3463.9,245.3,73300.0,"Hotels, Restaurants & Leisure",Louisville,KY,no,no,no,yes, ,Gerald L. Morgan,https://www.texasroadhouse.com,TXRH,5787.8
Akamai Technologies,758,0.0,3461.2,651.6,8700.0,Technology,Cambridge,MA,no,yes,no,yes, ,F. Thomson Leighton,https://www.akamai.com,AKAM,19210
Brown-Forman,759,0.0,3461.0,903.0,4700.0,"Food, Beverages & Tobacco",Louisville,KY,no,no,no,yes, ,Lawson E. Whiting,https://www.brown-forman.com,BFB,31376.6
Acuity Brands,759,0.0,3461.0,306.3,13000.0,Industrials,Atlanta,GA,no,no,no,yes, ,Neil M. Ashe,https://www.acuitybrands.com,AYI,6628.9
Navient,761,0.0,3454.0,717.0,5263.0,Financials,Wilmington,DE,no,no,no,yes, ,John F. Remondi,https://www.navient.com,NAVI,2592.3
Coterra Energy,762,0.0,3449.0,1158.0,936.0,Energy,Houston,TX,no,no,no,yes, ,Thomas E. Jorden,https://www.coterra.com,CTRA,21872.1
Option Care Health,763,0.0,3438.6,139.9,6334.0,Health Care,Bannockburn,IL,no,no,no,yes, ,John C. Rademacher,https://www.optioncarehealth.com,OPCH,5139
Floor & Decor Holdings,764,0.0,3433.5,283.2,9276.0,Retailing,Atlanta,GA,no,no,no,yes, ,Thomas Taylor,https://www.flooranddecor.com,FND,7490
Public Storage,765,0.0,3415.8,1953.3,5800.0,Financials,Glendale,CA,no,no,no,yes, ,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA,68438.2
Cabot,766,0.0,3409.0,250.0,4500.0,Chemicals,Boston,MA,no,no,no,yes, ,Sean D. Keohane,https://www.cabotcorp.com,CBT,3871.1
Crane Holdings,767,0.0,3408.0,435.4,11000.0,Industrials,Stamford,CT,no,no,no,yes, ,Max H. Mitchell,https://www.craneco.com,CR,6158.9
Atmos Energy,768,0.0,3407.5,665.6,4684.0,Energy,Dallas,TX,no,no,no,yes, ,John K. Akers,https://www.atmosenergy.com,ATO,16182.8
Selective Insurance Group,769,0.0,3379.2,403.8,2440.0,Financials,Branchville,NJ,no,no,no,yes, ,John J. Marchioni,https://www.selective.com,SIGI,5391.5
Take-Two Interactive Software,770,0.0,3372.8,588.9,6495.0,Media,New York,NY,no,no,no,yes, ,Strauss H. Zelnick,https://www.take2games.com,TTWO,17744.1
Boyd Gaming,771,0.0,3369.8,463.8,15114.0,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes, ,Keith E. Smith,https://www.boydgaming.com,BYD,7234
Plexus,772,0.0,3368.9,138.9,19200.0,Technology,Neenah,WI,no,no,no,yes, ,Todd P. Kelsey,https://www.plexus.com,PLXS,2298.6
ScanSource,773,0.0,3364.2,10.8,2200.0,Wholesalers,Greenville,SC,no,yes,no,yes, ,Michael L. Baur,https://www.scansource.com,SCSC,890.8
Franchise Group,774,0.0,3362.7,363.8,11895.0,Retailing,Delaware,OH,no,no,no,yes, ,Brian R. Kahn,https://www.franchisegrp.com,FRG,1669.6
NLV Financial,775,0.0,3350.8,392.1,1157.0,Financials,Montpelier,VT,no,no,no,yes, ,Mehran Assadi,https://www.nationallife.com,,
CrossAmerica Partners,776,0.0,3350.5,21.7,2218.0,Energy,Allentown,PA,no,no,no,yes, ,Charles M. Nifong Jr.,https://www.crossamericapartners.com,CAPL,826.5
Mr. Cooper Group,777,0.0,3344.0,1454.0,8200.0,Financials,Coppell,TX,no,no,no,yes, ,Jay Bray,https://www.mrcoopergroup.com,COOP,3369.4
Fortinet,778,0.0,3342.2,606.8,10195.0,Technology,Sunnyvale,CA,no,yes,no,yes, ,Ken Xie,https://www.fortinet.com,FTNT,39789
Brinker International,779,0.0,3337.8,131.6,59491.0,"Hotels, Restaurants & Leisure",Dallas,TX,no,no,no,yes, ,Kevin Hochman,https://www.brinker.com,EAT,1701.9
Albemarle,780,0.0,3328.0,123.7,6000.0,Chemicals,Charlotte,NC,no,no,no,yes, ,J. Kent Masters,https://www.albemarle.com,ALB,25899.4
Peabody Energy,781,0.0,3318.3,360.1,4900.0,Energy,St. Louis,MO,no,no,no,yes, ,James C. Grech,https://www.peabodyenergy.com,BTU,3391.5
Light & Wonder,782,0.0,3310.0,371.0,5600.0,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes, ,Matt Wilson,https://www.lnw.com,LNW,5679.7
Evercore,783,0.0,3307.1,740.1,1940.0,Financials,New York,NY,no,no,no,yes, ,John S. Weinberg,https://www.evercore.com,EVR,4275.1
Stewart Information Services,784,0.0,3305.8,323.2,7300.0,Financials,Houston,TX,no,no,no,yes, ,Frederick Eppinger,https://www.stewart.com,STC,1181
Central Garden & Pet,785,0.0,3303.7,151.7,6750.0,Household Products,Walnut Creek,CA,no,no,no,yes, ,Timothy P. Cofer,https://www.central.com,CENT,2286.5
GMS,786,0.0,3298.8,105.6,5843.0,Wholesalers,Tucker,GA,no,no,no,yes, ,John C. Turner Jr.,https://www.gms.com,GMS,2142.1
H.B. Fuller,787,0.0,3278.0,161.4,6500.0,Chemicals,St. Paul,MN,no,no,no,yes, ,James J. Owens,https://www.hbfuller.com,FUL,3505.2
Middleby,788,0.0,3250.8,488.5,10624.0,Industrials,Elgin,IL,no,no,no,yes, ,Timothy J. FitzGerald,https://www.middleby.com,MIDD,8961.1
Renewable Energy Group,789,0.0,3244.1,213.8,1196.0,Energy,Ames,IA,no,no,yes,yes, ,Kevin E. Lucke,https://www.regi.com,,3056.2
MSC Industrial Direct,790,0.0,3243.2,216.9,6472.0,Wholesalers,Melville,NY,no,no,no,yes, ,Erik Gershwind,https://www.mscdirect.com,MSM,4758.3
Vishay Intertechnology,791,0.0,3240.5,298.0,22800.0,Technology,Malvern,PA,no,no,no,yes, ,Gerald Paul,https://www.vishay.com,VSH,2840.1
Applied Industrial Technologies,792,0.0,3235.9,144.8,5947.0,Wholesalers,Cleveland,OH,no,no,no,yes, ,Neil A. Schrimsher,https://www.applied.com,AIT,3947.9
Lincoln Electric Holdings,793,0.0,3234.2,276.5,11000.0,Industrials,Cleveland,OH,no,no,no,yes, ,Christopher L. Mapes,https://www.lincolnelectric.com,LECO,8079.1
First Horizon,794,0.0,3234.0,999.0,7676.0,Financials,Memphis,TN,no,no,no,yes, ,D. Bryan Jordan,https://www.firsthorizon.com,FHN,12542.9
Spirit Airlines,795,0.0,3230.8,-472.6,9823.0,Transportation,Miramar,FL,no,no,no,no, ,Edward M. Christie III,https://www.spirit.com,SAVE,2375.4
AptarGroup,796,0.0,3227.2,244.1,13000.0,Materials,Crystal Lake,IL,no,no,no,yes, ,Stephan B. Tanda,https://www.aptar.com,ATR,7702.9
Citrix Systems,797,0.0,3217.2,307.5,9700.0,Technology,Fort Lauderdale,FL,no,no,no,yes, ,Robert M. Calderoni,https://www.citrix.com,CTXS,12704.6
IDEXX Laboratories,798,0.0,3215.4,744.8,10350.0,Health Care,Westbrook,ME,no,no,no,yes, ,Jonathan J. Mazelsky,https://www.idexx.com,IDXX,46089.3
Tetra Tech,799,0.0,3213.5,232.8,21000.0,Engineering & Construction,Pasadena,CA,no,no,no,yes, ,Dan L. Batrack,https://www.tetratech.com,TTEK,8906.7
Lyft,800,0.0,3208.3,-1009.4,4453.0,Technology,San Francisco,CA,no,yes,no,no, ,Logan Green,https://www.lyft.com,LYFT,13384.6
Gannett,801,0.0,3208.1,-135.0,16300.0,Media,McLean,VA,no,no,no,no, ,Michael E. Reed,https://www.gannett.com,GCI,643.9
ResMed,802,0.0,3196.8,474.5,7970.0,Health Care,San Diego,CA,no,no,no,yes, ,Michael J. Farrell,https://www.resmed.com,RMD,35463.3
Designer Brands,803,0.0,3196.6,154.5,13500.0,Retailing,Columbus,OH,no,no,no,yes, ,Roger L. Rawlins,https://www.designerbrands.com,DBI,991.4
Graham Holdings,804,0.0,3186.0,352.1,15048.0,Business Services,Arlington,VA,no,no,no,yes, ,Timothy J. O?Shaughnessy,https://www.ghco.com,GHC,3000.6
Vroom,805,0.0,3184.3,-370.9,1807.0,Retailing,New York,NY,no,no,no,no, ,Thomas H. Shortt,https://www.vroom.com,VRM,364.7
Worthington Industries,806,0.0,3171.4,723.8,9000.0,Materials,Columbus,OH,no,no,no,yes, ,B. Andrew Rose,https://www.worthingtonindustries.com,WOR,2537.8
Calumet Specialty Products Partners,807,0.0,3148.0,-260.1,1450.0,Energy,Indianapolis,IN,no,no,no,no, ,Stephen P. Mawer,https://www.calumetspecialty.com,CLMT,1070.8
Xilinx,808,0.0,3147.6,646.5,4890.0,Technology,San Jose,CA,no,no,yes,yes, ,Lisa T. Su,https://www.xilinx.com,XLNX,30450.5
TransUnion,809,0.0,3145.0,1387.1,10200.0,Business Services,Chicago,IL,no,no,no,yes, ,Christopher A. Cartwright,https://www.transunion.com,TRU,19882.6
Travel + Leisure,810,0.0,3134.0,308.0,16800.0,"Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes, ,Michael D. Brown,https://www.travelandleisureco.com,TNL,4966.2
Topgolf Callaway Brands,811,0.0,3133.4,322.0,24800.0,"Hotels, Restaurants & Leisure",Carlsbad,CA,no,no,no,yes, ,Oliver G. Brewer III,https://www.callawaygolf.com,ELY,4337.1
Dycom Industries,812,0.0,3130.5,48.6,15024.0,Engineering & Construction,Palm Beach Gardens,FL,no,no,no,yes, ,Steven E. Nielsen,https://www.dycomind.com,DY,2821
Columbia Sportswear,813,0.0,3126.4,354.1,8325.0,Apparel,Portland,OR,no,no,no,yes, ,Timothy P. Boyle,https://www.columbia.com,COLM,5840.4
Coherent,814,0.0,3105.9,297.6,22961.0,Technology,Saxonburg,PA,no,no,no,yes, ,Vincent D. Mattera Jr.,https://www.ii-vi.com,COHR,7708.2
Change Healthcare,815,0.0,3090.4,-112.2,15000.0,Health Care,Nashville,TN,no,no,yes,no, ,Heather Cianfrocco (Optum),https://www.changehealthcare.com,,6799.3
Grocery Outlet Holding,816,0.0,3079.6,62.3,875.0,Food & Drug Stores,Emeryville,CA,no,no,no,yes, ,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,GO,3148
AMC Networks,817,0.0,3077.6,250.6,1883.0,Media,New York,NY,no,no,yes,yes, ,Christina Spade,https://www.amcnetworks.com,AMCX,1721.7
Hyster-Yale Materials Handling,818,0.0,3075.7,-173.0,8100.0,Industrials,Cleveland,OH,no,no,no,no, ,Alfred M. Rankin Jr.,https://www.hyster-yale.com,HY,561.2
ChampionX,819,0.0,3075.0,113.3,7000.0,Energy,The Woodlands,TX,no,no,no,yes, ,Sivasankaran Somasundaram,https://www.championx.com,CHX,4976.7
Comfort Systems USA,820,0.0,3073.6,143.3,13200.0,Engineering & Construction,Houston,TX,no,no,no,yes, ,Brian E. Lane,https://www.comfortsystemsusa.com,FIX,3200.5
EQT,821,0.0,3064.7,-1155.8,693.0,Energy,Pittsburgh,PA,no,no,no,no, ,Toby Z. Rice,https://www.eqt.com,EQT,12955.4
Brown & Brown,822,0.0,3051.4,587.1,12023.0,Financials,Daytona Beach,FL,no,no,no,yes, ,J. Powell Brown,https://www.bbinsurance.com,BRO,20395.7
LGI Homes,823,0.0,3050.1,429.6,952.0,Engineering & Construction,The Woodlands,TX,no,no,no,yes, ,Eric Lipar,https://www.lgihomes.com,LGIH,1884
Hyatt Hotels,824,0.0,3028.0,-222.0,44000.0,"Hotels, Restaurants & Leisure",Chicago,IL,no,no,no,no, ,Mark S. Hoplamazian,https://www.hyatt.com,H,10498.3
Comerica,825,0.0,3024.0,1168.0,7442.0,Financials,Dallas,TX,no,no,no,yes, ,Curtis C. Farmer,https://www.comerica.com,CMA,11854.4
Energizer Holdings,826,0.0,3021.5,160.9,6000.0,Household Products,St. Louis,MO,no,no,no,yes, ,Mark S. LaVigne,https://www.energizerholdings.com,ENR,2191.7
Hill-Rom Holdings,827,0.0,3018.7,248.5,10000.0,Health Care,Chicago,IL,no,no,no,yes, ,John P. Groetelaars,https://www.hillrom.com,HRC,7331.7
Rackspace Technology,828,0.0,3009.5,-218.3,6600.0,Technology,San Antonio,TX,no,no,no,no, ,Amar Maletira,https://www.rackspace.com,RXT,2365.6
Verisk Analytics,829,0.0,2998.6,666.2,9367.0,Business Services,Jersey City,NJ,no,no,no,yes, ,Lee M. Shavel,https://www.verisk.com,VRSK,34616.2
Spectrum Brands Holdings,830,0.0,2998.1,189.6,12100.0,Household Products,Middleton,WI,no,no,no,yes, ,David M. Maura,https://www.spectrumbrands.com,SPB,3617.6
Euronet Worldwide,831,0.0,2995.4,70.7,8800.0,Business Services,Leawood,KS,no,no,no,yes, ,Michael J. Brown,https://www.euronetworldwide.com,EEFT,6658.2
TEGNA,832,0.0,2991.1,477.0,6200.0,Media,Tysons,VA,no,no,no,yes, ,David T. Lougee,https://www.tegna.com,TGNA,4962.6
Vontier,833,0.0,2990.7,413.0,8500.0,Technology,Raleigh,NC,no,no,no,yes, ,Mark D. Morelli,https://www.vontier.com,VNT,4087.8
Cadence Design Systems,834,0.0,2988.2,696.0,9298.0,Technology,San Jose,CA,no,no,no,yes, ,Anirudh Devgan,https://www.cadence.com,CDNS,45781.7
Incyte,835,0.0,2986.3,948.6,2094.0,Health Care,Wilmington,DE,no,no,no,yes, ,Hervé Hoppenot,https://www.incyte.com,INCY,17577.6
Match Group,836,0.0,2983.3,277.7,2520.0,Technology,Dallas,TX,no,no,no,yes, ,Bernard Kim,https://www.mtch.com,MTCH,31007
Valvoline,837,0.0,2981.0,420.0,9800.0,Chemicals,Lexington,KY,no,no,no,yes, ,Samuel J. Mitchell Jr.,https://www.valvoline.com,VVV,5660.5
EnerSys,838,0.0,2977.9,143.4,11400.0,Industrials,Reading,PA,no,no,no,yes, ,David M. Shaffer,https://www.enersys.com,ENS,3076
Avaya Holdings,839,0.0,2973.0,-13.0,8063.0,Technology,Durham,NC,no,no,no,no, ,Alan Masarek,https://www.avaya.com,AVYA,1076
UWM Holdings,840,0.0,2970.3,98.4,8000.0,Financials,Pontiac,MI,no,no,no,yes, ,Mathew R. Ishbia,https://www.uwm.com,UWMC,7223.5
Zions Bancorp.,841,0.0,2970.0,1129.0,9685.0,Financials,Salt Lake City,UT,no,no,no,yes, ,Harris H. Simmons,https://www.zionsbancorporation.com,ZION,9958.2
Quad/Graphics,842,0.0,2960.4,37.8,15100.0,Media,Sussex,WI,no,no,no,yes, ,J. Joel Quadracci,https://www.quad.com,QUAD,388.5
MKS Instruments,843,0.0,2949.6,551.4,6200.0,Technology,Andover,MA,no,no,no,yes, ,John T.C. Lee,https://www.mksinst.com,MKSI,8327.6
Arista Networks,844,0.0,2948.0,840.9,2993.0,Technology,Santa Clara,CA,no,no,yes,yes, ,Jayshree V. Ullal,https://www.arista.com,ANET,42773.4
Interactive Brokers Group,845,0.0,2938.0,308.0,2571.0,Financials,Greenwich,CT,no,no,no,yes, ,Milan Galik,https://www.interactivebrokers.com,IBKR,27961.7
Range Resources,846,0.0,2930.2,411.8,527.0,Energy,Fort Worth,TX,no,no,no,yes, ,Jeffrey L. Ventura,https://www.rangeresources.com,RRC,7964
Atkore,847,0.0,2928.0,587.9,3700.0,Industrials,Harvey,IL,no,no,no,yes, ,William E. Waltz,https://www.atkore.com,ATKR,4415.6
Cheesecake Factory,848,0.0,2927.5,72.4,45800.0,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,no,no,no,yes, ,David M. Overton,https://www.thecheesecakefactory.com,CAKE,2098.6
First Solar,849,0.0,2923.4,468.7,4800.0,Energy,Tempe,AZ,no,no,no,yes, ,Mark R. Widmar,https://www.firstsolar.com,FSLR,8904.4
Bio-Rad Laboratories,850,0.0,2922.5,4245.9,7900.0,Technology,Hercules,CA,no,no,no,yes, ,Norman D. Schwartz,https://www.bio-rad.com,BIO,16982.2
Cooper Cos.,851,0.0,2922.5,2944.7,12000.0,Health Care,San Ramon,CA,no,no,no,yes, ,Albert G. White III,https://www.coopercos.com,COO,20587.8
Envista Holdings,852,0.0,2922.4,340.5,11200.0,Health Care,Brea,CA,no,no,no,yes, ,Amir Aghdaei,https://www.envistaco.com,NVST,7882.5
Alight,853,0.0,2915.0,-60.0,16000.0,Business Services,Lincolnshire,IL,no,no,no,no, ,Stephan D. Scholl,https://www.alight.com,ALIT,5542.2
Newmark Group,854,0.0,2906.4,750.7,6169.0,Financials,New York,NY,no,no,no,yes, ,Barry M. Gosin,https://www.nmrk.com,NMRK,3009.9
PC Connection,855,0.0,2892.6,69.9,2542.0,Wholesalers,Merrimack,NH,no,no,no,yes, ,Timothy J. McGrath,https://www.connection.com,CNXN,1375.8
Host Hotels & Resorts,856,0.0,2890.0,-11.0,160.0,Financials,Bethesda,MD,no,no,no,no, ,James F. Risoleo,https://www.hosthotels.com,HST,13875.9
Boston Properties,857,0.0,2888.6,505.2,743.0,Financials,Boston,MA,no,no,no,yes, ,Owen D. Thomas,https://www.bxp.com,BXP,20179.9
Western Midstream Partners,858,0.0,2877.2,916.3,1127.0,Energy,The Woodlands,TX,no,no,no,yes, ,MIchael P. Ure,https://www.westernmidstream.com,WES,10177.4
Magellan Midstream Partners,859,0.0,2870.1,982.0,1715.0,Energy,Tulsa,OK,no,no,no,yes, ,Aaron L. Milford,https://www.magellanlp.com,MMP,10422.1
Hillenbrand,860,0.0,2864.8,249.9,10500.0,Industrials,Batesville,IN,no,no,yes,yes, ,Kimberly K. Ryan,https://www.hillenbrand.com,HI,3216.2
Donaldson,861,0.0,2853.9,286.9,13100.0,Industrials,Minneapolis,MN,no,no,no,yes, ,Tod E. Carpenter,https://www.donaldson.com,DCI,6416.4
Moog,862,0.0,2852.0,157.2,14000.0,Aerospace & Defense,East Aurora,NY,no,no,no,yes, ,John R. Scannell,https://www.moog.com,MOGA,2814.6
Hawaiian Electric Industries,863,0.0,2850.4,246.2,3623.0,Energy,Honolulu,HI,no,no,no,yes, ,Scott W.H. Seu,https://www.hei.com,HE,4630
Five Below,864,0.0,2848.4,278.8,13150.0,Retailing,Philadelphia,PA,no,no,no,yes, ,Joel D. Anderson,https://www.fivebelow.com,FIVE,8825
Twilio,865,0.0,2841.8,-949.9,7867.0,Technology,San Francisco,CA,no,yes,no,no, ,Jeff Lawson,https://www.twilio.com,TWLO,29916.9
Univision Communciations,866,0.0,2841.0,133.7,,Media,New York,NY,no,no,no,yes, ,Wade C. Davis,https://https://corporate.televisaunivision.com,,
Annaly Capital Management,867,0.0,2836.2,2389.9,171.0,Financials,New York,NY,no,no,no,yes, ,David L. Finkelstein,https://www.annaly.com,NLY,10281
Fleetcor Technologies,868,0.0,2833.7,839.5,9700.0,Business Services,Atlanta,GA,no,no,no,yes, ,Ronald F. Clarke,https://www.fleetcor.com,FLT,19398.4
West Pharmaceutical Services,869,0.0,2831.6,661.8,10065.0,Health Care,Exton,PA,no,no,no,yes, ,Eric M. Green,https://www.westpharma.com,WST,30508.2
Green Plains,870,0.0,2827.2,-66.0,859.0,Energy,Omaha,NE,no,no,no,no, ,Todd A. Becker,https://www.gpreinc.com,GPRE,1662.5
Cracker Barrel Old Country Store,871,0.0,2821.4,254.5,70000.0,"Hotels, Restaurants & Leisure",Lebanon,TN,no,no,yes,yes, ,Sandra B. Cochran,https://www.crackerbarrel.com,CBRL,2757.6
Virtu Financial,872,0.0,2811.5,476.9,973.0,Financials,New York,NY,no,no,no,yes, ,Douglas Cifu,https://www.virtu.com,VIRT,3674
Teleflex,873,0.0,2809.6,485.4,14000.0,Health Care,Wayne,PA,no,no,no,yes, ,Liam J. Kelly,https://www.teleflex.com,TFX,16642.1
Zynga,874,0.0,2800.5,-104.2,2952.0,Media,San Francisco,CA,no,no,no,no, ,Frank D. Gibeau,https://www.zynga.com,,10463.5
ATI,875,0.0,2799.8,-38.2,6300.0,Materials,Pittsburgh,PA,no,no,no,no, ,Robert S. Wetherbee,https://www.atimaterials.com,ATI,3350.8
AppLovin,876,0.0,2793.1,35.4,1594.0,Technology,Palo Alto,CA,no,yes,no,yes, ,Adam Foroughi,https://www.applovin.com,APP,20696.8
Waters,877,0.0,2785.9,692.8,7800.0,Technology,Milford,MA,no,no,no,yes, ,Udit Batra,https://www.waters.com,WAT,18783.4
Mutual of America Life Insurance,878,0.0,2784.8,50.7,1146.0,Financials,New York,NY,no,no,no,yes, ,John R. Greed,https://www.mutualofamerica.com,,
Hovnanian Enterprises,879,0.0,2782.9,607.8,1784.0,Engineering & Construction,Matawan,NJ,no,no,no,yes, ,Ara K. Hovnanian,https://www.khov.com,HOV,371.9
Amica Mutual Insurance,880,0.0,2777.9,117.1,3510.0,Financials,Lincoln,RI,no,no,no,yes, ,Robert A. DiMuccio,https://www.amica.com,,
Caleres,881,0.0,2777.6,137.0,7200.0,Retailing,St. Louis,MO,no,no,yes,yes, ,Diane M. Sullivan,https://www.caleres.com,CAL,727.5
FTI Consulting,882,0.0,2776.2,235.0,6780.0,Business Services,Washington,DC,no,no,no,yes, ,Steven H. Gunby,https://www.fticonsulting.com,FCN,5400.1
Overstock.com,883,0.0,2773.8,389.4,1350.0,Retailing,Midvale,UT,no,no,no,yes, ,Jonathan E. Johnson III,https://www.overstock.com,OSTK,1897.8
Visteon,884,0.0,2773.0,41.0,10000.0,Motor Vehicles & Parts,Van Buren Township,MI,no,no,no,yes, ,Sachin S. Lawande,https://www.visteon.com,VC,3056.1
G-III Apparel Group,885,0.0,2766.5,200.6,3250.0,Apparel,New York,NY,no,no,no,yes, ,Morris Goldfarb,https://www.giii.com,GIII,1296.1
ITT,886,0.0,2765.0,316.3,9900.0,Industrials,White Plains,NY,no,no,no,yes, ,Luca Savi,https://www.itt.com,ITT,6415.4
IDEX,887,0.0,2764.8,449.4,7536.0,Industrials,Northbrook,IL,no,no,no,yes, ,Eric D. Ashleman,https://www.idexcorp.com,IEX,14591.6
Popular,888,0.0,2764.8,934.9,8351.0,Financials,Hato Rey,PR,no,no,no,yes, ,Ignacio Alvarez,https://www.popular.com,BPOP,6252.3
Roku,889,0.0,2764.6,242.4,3000.0,Media,San Jose,CA,no,yes,no,yes, ,Anthony J. Wood,https://www.roku.com,ROKU,16949.3
Schnitzer Steel Industries,890,0.0,2758.6,165.1,3167.0,Materials,Portland,OR,no,no,yes,yes, ,Tamara L. Lundgren,https://www.schnitzersteel.com,SCHN,1445.2
Brookdale Senior Living,891,0.0,2758.3,-99.3,28545.0,Health Care,Brentwood,TN,no,no,yes,no, ,Lucinda M. Baier,https://www.brookdale.com,BKD,1308.3
Werner Enterprises,892,0.0,2734.4,259.1,13525.0,Transportation,Omaha,NE,no,no,no,yes, ,Derek J. Leathers,https://www.werner.com,WERN,2697.9
Americold Realty Trust,893,0.0,2714.8,-30.5,16275.0,Financials,Atlanta,GA,no,no,no,no, ,George F. Chappelle Jr.,https://www.americold.com,COLD,7489.8
SkyWest,894,0.0,2713.5,111.9,15205.0,Transportation,St. George,UT,no,no,no,yes, ,Russell A. Childs,https://www.skywest.com,SKYW,1457.6
Primerica,895,0.0,2709.7,373.4,3170.0,Financials,Duluth,GA,no,no,no,yes, ,Glenn J. Williams,https://www.primerica.com,PRI,5326.8
McAfee,896,0.0,2701.0,849.0,2262.0,Technology,San Jose,CA,no,no,no,yes, ,Greg Johnson,https://www.mcafee.com,MCFE,9764.5
Nu Skin Enterprises,897,0.0,2695.7,147.3,19600.0,Household Products,Provo,UT,no,no,no,yes, ,Ryan S. Napierski,https://www.nuskin.com,NUS,2385.6
Copart,898,0.0,2692.5,936.5,8600.0,Retailing,Dallas,TX,no,no,no,yes, ,#REF!,https://www.copart.com,CPRT,29798.8
PROG Holdings,899,0.0,2677.9,243.6,2023.0,Financials,Draper,UT,no,no,no,yes, ,Steven A. Michaels,https://www.progleasing.com,PRG,1586.9
Splunk,900,0.0,2673.7,-1339.1,7000.0,Technology,San Francisco,CA,no,no,no,no, ,Gary Steele,https://www.splunk.com,SPLK,23881.6
MRC Global,901,0.0,2666.0,-14.0,2600.0,Energy,Houston,TX,no,no,no,no, ,Robert J. Saltiel Jr.,https://www.mrcglobal.com,MRC,995.2
Stericycle,902,0.0,2646.9,-27.8,15465.0,Business Services,Bannockburn,IL,no,no,yes,no, ,Cindy J. Miller,https://www.stericycle.com,SRCL,5415.5
Maxim Integrated Products,903,0.0,2632.5,827.3,7100.0,Technology,San Jose,CA,no,no,no,yes, ,Vincent T. Roche,https://www.maximintegrated.com,MXIM,24490.9
Ensign Group,904,0.0,2627.5,194.7,25900.0,Health Care,San Juan Capistrano,CA,no,no,no,yes, ,Barry R. Port,https://www.ensigngroup.net,ENSG,4958.3
